iso_code	date	total_cases	new_cases	total_deaths	new_deaths	total_tests	new_tests	new_tests_smoothed
ABW	2020-03-13	2	2	0	0	NA	NA	NA
ABW	2020-03-20	4	2	0	0	NA	NA	NA
ABW	2020-03-24	12	8	0	0	NA	NA	NA
ABW	2020-03-25	17	5	0	0	NA	NA	NA
ABW	2020-03-26	19	2	0	0	NA	NA	NA
ABW	2020-03-27	28	9	0	0	NA	NA	NA
ABW	2020-03-28	28	0	0	0	NA	NA	NA
ABW	2020-03-29	28	0	0	0	NA	NA	NA
ABW	2020-03-30	50	22	0	0	NA	NA	NA
ABW	2020-04-01	55	5	0	0	NA	NA	NA
ABW	2020-04-02	55	0	0	0	NA	NA	NA
ABW	2020-04-03	60	5	0	0	NA	NA	NA
ABW	2020-04-04	62	2	0	0	NA	NA	NA
ABW	2020-04-05	64	2	0	0	NA	NA	NA
ABW	2020-04-06	64	0	0	0	NA	NA	NA
ABW	2020-04-07	71	7	0	0	NA	NA	NA
ABW	2020-04-08	74	3	0	0	NA	NA	NA
ABW	2020-04-09	77	3	0	0	NA	NA	NA
ABW	2020-04-10	82	5	0	0	NA	NA	NA
ABW	2020-04-11	86	4	0	0	NA	NA	NA
ABW	2020-04-12	92	6	0	0	NA	NA	NA
ABW	2020-04-13	92	0	0	0	NA	NA	NA
ABW	2020-04-14	92	0	0	0	NA	NA	NA
ABW	2020-04-15	92	0	0	0	NA	NA	NA
ABW	2020-04-16	93	1	1	1	NA	NA	NA
ABW	2020-04-17	95	2	1	0	NA	NA	NA
ABW	2020-04-18	96	1	2	1	NA	NA	NA
ABW	2020-04-19	96	0	2	0	NA	NA	NA
ABW	2020-04-20	97	1	2	0	NA	NA	NA
ABW	2020-04-21	97	0	2	0	NA	NA	NA
ABW	2020-04-22	97	0	2	0	NA	NA	NA
ABW	2020-04-23	100	3	2	0	NA	NA	NA
ABW	2020-04-24	100	0	2	0	NA	NA	NA
ABW	2020-04-25	100	0	2	0	NA	NA	NA
ABW	2020-04-26	100	0	2	0	NA	NA	NA
ABW	2020-04-27	100	0	2	0	NA	NA	NA
ABW	2020-04-28	100	0	2	0	NA	NA	NA
ABW	2020-04-29	100	0	2	0	NA	NA	NA
ABW	2020-04-30	100	0	2	0	NA	NA	NA
ABW	2020-05-01	100	0	2	0	NA	NA	NA
ABW	2020-05-02	100	0	2	0	NA	NA	NA
ABW	2020-05-03	100	0	2	0	NA	NA	NA
ABW	2020-05-04	100	0	2	0	NA	NA	NA
ABW	2020-05-05	100	0	2	0	NA	NA	NA
ABW	2020-05-06	100	0	2	0	NA	NA	NA
ABW	2020-05-07	101	1	2	0	NA	NA	NA
ABW	2020-05-08	101	0	3	1	NA	NA	NA
ABW	2020-05-09	101	0	3	0	NA	NA	NA
ABW	2020-05-10	101	0	3	0	NA	NA	NA
ABW	2020-05-11	101	0	3	0	NA	NA	NA
ABW	2020-05-12	101	0	3	0	NA	NA	NA
ABW	2020-05-13	101	0	3	0	NA	NA	NA
ABW	2020-05-14	101	0	3	0	NA	NA	NA
ABW	2020-05-15	101	0	3	0	NA	NA	NA
ABW	2020-05-16	101	0	3	0	NA	NA	NA
ABW	2020-05-17	101	0	3	0	NA	NA	NA
ABW	2020-05-18	101	0	3	0	NA	NA	NA
ABW	2020-05-19	101	0	3	0	NA	NA	NA
ABW	2020-05-20	101	0	3	0	NA	NA	NA
ABW	2020-05-21	101	0	3	0	NA	NA	NA
ABW	2020-05-22	101	0	3	0	NA	NA	NA
ABW	2020-05-23	101	0	3	0	NA	NA	NA
ABW	2020-05-24	101	0	3	0	NA	NA	NA
ABW	2020-05-25	101	0	3	0	NA	NA	NA
ABW	2020-05-26	101	0	3	0	NA	NA	NA
ABW	2020-05-27	101	0	3	0	NA	NA	NA
ABW	2020-05-28	101	0	3	0	NA	NA	NA
ABW	2020-05-29	101	0	3	0	NA	NA	NA
ABW	2020-05-30	101	0	3	0	NA	NA	NA
ABW	2020-05-31	101	0	3	0	NA	NA	NA
ABW	2020-06-01	101	0	3	0	NA	NA	NA
ABW	2020-06-02	101	0	3	0	NA	NA	NA
ABW	2020-06-03	101	0	3	0	NA	NA	NA
ABW	2020-06-04	101	0	3	0	NA	NA	NA
AFG	2019-12-31	0	0	0	0	NA	NA	NA
AFG	2020-01-01	0	0	0	0	NA	NA	NA
AFG	2020-01-02	0	0	0	0	NA	NA	NA
AFG	2020-01-03	0	0	0	0	NA	NA	NA
AFG	2020-01-04	0	0	0	0	NA	NA	NA
AFG	2020-01-05	0	0	0	0	NA	NA	NA
AFG	2020-01-06	0	0	0	0	NA	NA	NA
AFG	2020-01-07	0	0	0	0	NA	NA	NA
AFG	2020-01-08	0	0	0	0	NA	NA	NA
AFG	2020-01-09	0	0	0	0	NA	NA	NA
AFG	2020-01-10	0	0	0	0	NA	NA	NA
AFG	2020-01-11	0	0	0	0	NA	NA	NA
AFG	2020-01-12	0	0	0	0	NA	NA	NA
AFG	2020-01-13	0	0	0	0	NA	NA	NA
AFG	2020-01-14	0	0	0	0	NA	NA	NA
AFG	2020-01-15	0	0	0	0	NA	NA	NA
AFG	2020-01-16	0	0	0	0	NA	NA	NA
AFG	2020-01-17	0	0	0	0	NA	NA	NA
AFG	2020-01-18	0	0	0	0	NA	NA	NA
AFG	2020-01-19	0	0	0	0	NA	NA	NA
AFG	2020-01-20	0	0	0	0	NA	NA	NA
AFG	2020-01-21	0	0	0	0	NA	NA	NA
AFG	2020-01-22	0	0	0	0	NA	NA	NA
AFG	2020-01-23	0	0	0	0	NA	NA	NA
AFG	2020-01-24	0	0	0	0	NA	NA	NA
AFG	2020-01-25	0	0	0	0	NA	NA	NA
AFG	2020-01-26	0	0	0	0	NA	NA	NA
AFG	2020-01-27	0	0	0	0	NA	NA	NA
AFG	2020-01-28	0	0	0	0	NA	NA	NA
AFG	2020-01-29	0	0	0	0	NA	NA	NA
AFG	2020-01-30	0	0	0	0	NA	NA	NA
AFG	2020-01-31	0	0	0	0	NA	NA	NA
AFG	2020-02-01	0	0	0	0	NA	NA	NA
AFG	2020-02-02	0	0	0	0	NA	NA	NA
AFG	2020-02-03	0	0	0	0	NA	NA	NA
AFG	2020-02-04	0	0	0	0	NA	NA	NA
AFG	2020-02-05	0	0	0	0	NA	NA	NA
AFG	2020-02-06	0	0	0	0	NA	NA	NA
AFG	2020-02-07	0	0	0	0	NA	NA	NA
AFG	2020-02-08	0	0	0	0	NA	NA	NA
AFG	2020-02-09	0	0	0	0	NA	NA	NA
AFG	2020-02-10	0	0	0	0	NA	NA	NA
AFG	2020-02-11	0	0	0	0	NA	NA	NA
AFG	2020-02-12	0	0	0	0	NA	NA	NA
AFG	2020-02-13	0	0	0	0	NA	NA	NA
AFG	2020-02-14	0	0	0	0	NA	NA	NA
AFG	2020-02-15	0	0	0	0	NA	NA	NA
AFG	2020-02-16	0	0	0	0	NA	NA	NA
AFG	2020-02-17	0	0	0	0	NA	NA	NA
AFG	2020-02-18	0	0	0	0	NA	NA	NA
AFG	2020-02-19	0	0	0	0	NA	NA	NA
AFG	2020-02-20	0	0	0	0	NA	NA	NA
AFG	2020-02-21	0	0	0	0	NA	NA	NA
AFG	2020-02-22	0	0	0	0	NA	NA	NA
AFG	2020-02-23	0	0	0	0	NA	NA	NA
AFG	2020-02-24	0	0	0	0	NA	NA	NA
AFG	2020-02-25	1	1	0	0	NA	NA	NA
AFG	2020-02-26	1	0	0	0	NA	NA	NA
AFG	2020-02-27	1	0	0	0	NA	NA	NA
AFG	2020-02-28	1	0	0	0	NA	NA	NA
AFG	2020-02-29	1	0	0	0	NA	NA	NA
AFG	2020-03-01	1	0	0	0	NA	NA	NA
AFG	2020-03-02	1	0	0	0	NA	NA	NA
AFG	2020-03-08	4	3	0	0	NA	NA	NA
AFG	2020-03-11	7	3	0	0	NA	NA	NA
AFG	2020-03-15	10	3	0	0	NA	NA	NA
AFG	2020-03-16	16	6	0	0	NA	NA	NA
AFG	2020-03-17	21	5	0	0	NA	NA	NA
AFG	2020-03-18	22	1	0	0	NA	NA	NA
AFG	2020-03-19	22	0	0	0	NA	NA	NA
AFG	2020-03-20	22	0	0	0	NA	NA	NA
AFG	2020-03-21	24	2	0	0	NA	NA	NA
AFG	2020-03-22	24	0	0	0	NA	NA	NA
AFG	2020-03-23	34	10	0	0	NA	NA	NA
AFG	2020-03-24	40	6	1	1	NA	NA	NA
AFG	2020-03-25	42	2	1	0	NA	NA	NA
AFG	2020-03-26	75	33	1	0	NA	NA	NA
AFG	2020-03-27	75	0	1	0	NA	NA	NA
AFG	2020-03-28	91	16	2	1	NA	NA	NA
AFG	2020-03-29	106	15	3	1	NA	NA	NA
AFG	2020-03-30	114	8	4	1	NA	NA	NA
AFG	2020-03-31	141	27	4	0	NA	NA	NA
AFG	2020-04-01	166	25	4	0	NA	NA	NA
AFG	2020-04-02	192	26	4	0	NA	NA	NA
AFG	2020-04-03	235	43	4	0	NA	NA	NA
AFG	2020-04-04	235	0	4	0	NA	NA	NA
AFG	2020-04-05	270	35	5	1	NA	NA	NA
AFG	2020-04-06	299	29	7	2	NA	NA	NA
AFG	2020-04-07	337	38	7	0	NA	NA	NA
AFG	2020-04-08	367	30	11	4	NA	NA	NA
AFG	2020-04-09	423	56	14	3	NA	NA	NA
AFG	2020-04-10	484	61	15	1	NA	NA	NA
AFG	2020-04-11	521	37	15	0	NA	NA	NA
AFG	2020-04-12	555	34	18	3	NA	NA	NA
AFG	2020-04-13	607	52	18	0	NA	NA	NA
AFG	2020-04-14	665	58	21	3	NA	NA	NA
AFG	2020-04-15	714	49	23	2	NA	NA	NA
AFG	2020-04-16	784	70	25	2	NA	NA	NA
AFG	2020-04-17	794	10	29	4	NA	NA	NA
AFG	2020-04-18	845	51	30	1	NA	NA	NA
AFG	2020-04-19	908	63	30	0	NA	NA	NA
AFG	2020-04-20	996	88	33	3	NA	NA	NA
AFG	2020-04-21	1031	35	35	2	NA	NA	NA
AFG	2020-04-22	1092	61	36	1	NA	NA	NA
AFG	2020-04-23	1176	84	40	4	NA	NA	NA
AFG	2020-04-24	1281	105	42	2	NA	NA	NA
AFG	2020-04-25	1351	70	43	1	NA	NA	NA
AFG	2020-04-26	1463	112	47	4	NA	NA	NA
AFG	2020-04-27	1531	68	57	10	NA	NA	NA
AFG	2020-04-28	1703	172	57	0	NA	NA	NA
AFG	2020-04-29	1827	124	60	3	NA	NA	NA
AFG	2020-04-30	1949	122	60	0	NA	NA	NA
AFG	2020-05-01	2171	222	64	4	NA	NA	NA
AFG	2020-05-02	2335	164	68	4	NA	NA	NA
AFG	2020-05-03	2469	134	72	4	NA	NA	NA
AFG	2020-05-04	2704	235	85	13	NA	NA	NA
AFG	2020-05-05	2894	190	90	5	NA	NA	NA
AFG	2020-05-06	3224	330	95	5	NA	NA	NA
AFG	2020-05-07	3392	168	104	9	NA	NA	NA
AFG	2020-05-08	3563	171	106	2	NA	NA	NA
AFG	2020-05-09	3778	215	109	3	NA	NA	NA
AFG	2020-05-10	4033	255	115	6	NA	NA	NA
AFG	2020-05-11	4402	369	120	5	NA	NA	NA
AFG	2020-05-12	4687	285	122	2	NA	NA	NA
AFG	2020-05-13	4967	280	127	5	NA	NA	NA
AFG	2020-05-14	5226	259	130	3	NA	NA	NA
AFG	2020-05-15	5339	113	136	6	NA	NA	NA
AFG	2020-05-16	6402	1063	168	32	NA	NA	NA
AFG	2020-05-17	6402	0	168	0	NA	NA	NA
AFG	2020-05-18	6664	262	169	1	NA	NA	NA
AFG	2020-05-19	7072	408	173	4	NA	NA	NA
AFG	2020-05-20	7653	581	178	5	NA	NA	NA
AFG	2020-05-21	8145	492	187	9	NA	NA	NA
AFG	2020-05-22	8676	531	193	6	NA	NA	NA
AFG	2020-05-23	9216	540	205	12	NA	NA	NA
AFG	2020-05-24	9998	782	216	11	NA	NA	NA
AFG	2020-05-25	10582	584	218	2	NA	NA	NA
AFG	2020-05-26	11173	591	219	1	NA	NA	NA
AFG	2020-05-27	11831	658	220	1	NA	NA	NA
AFG	2020-05-28	12456	625	227	7	NA	NA	NA
AFG	2020-05-29	13036	580	235	8	NA	NA	NA
AFG	2020-05-30	13659	623	246	11	NA	NA	NA
AFG	2020-05-31	14525	866	249	3	NA	NA	NA
AFG	2020-06-01	15205	680	257	8	NA	NA	NA
AFG	2020-06-02	15750	545	265	8	NA	NA	NA
AFG	2020-06-03	16509	759	270	5	NA	NA	NA
AFG	2020-06-04	17267	758	294	24	NA	NA	NA
AGO	2020-03-22	2	2	0	0	NA	NA	NA
AGO	2020-03-23	2	0	0	0	NA	NA	NA
AGO	2020-03-24	2	0	0	0	NA	NA	NA
AGO	2020-03-25	2	0	0	0	NA	NA	NA
AGO	2020-03-26	2	0	0	0	NA	NA	NA
AGO	2020-03-27	3	1	0	0	NA	NA	NA
AGO	2020-03-28	4	1	0	0	NA	NA	NA
AGO	2020-03-29	4	0	0	0	NA	NA	NA
AGO	2020-03-30	7	3	2	2	NA	NA	NA
AGO	2020-03-31	7	0	2	0	NA	NA	NA
AGO	2020-04-01	7	0	2	0	NA	NA	NA
AGO	2020-04-02	8	1	2	0	NA	NA	NA
AGO	2020-04-03	8	0	2	0	NA	NA	NA
AGO	2020-04-04	8	0	2	0	NA	NA	NA
AGO	2020-04-05	10	2	2	0	NA	NA	NA
AGO	2020-04-06	14	4	2	0	NA	NA	NA
AGO	2020-04-07	16	2	2	0	NA	NA	NA
AGO	2020-04-08	17	1	2	0	NA	NA	NA
AGO	2020-04-09	19	2	2	0	NA	NA	NA
AGO	2020-04-10	19	0	2	0	NA	NA	NA
AGO	2020-04-11	19	0	2	0	NA	NA	NA
AGO	2020-04-12	19	0	2	0	NA	NA	NA
AGO	2020-04-13	19	0	2	0	NA	NA	NA
AGO	2020-04-14	19	0	2	0	NA	NA	NA
AGO	2020-04-15	19	0	2	0	NA	NA	NA
AGO	2020-04-16	19	0	2	0	NA	NA	NA
AGO	2020-04-17	19	0	2	0	NA	NA	NA
AGO	2020-04-18	19	0	2	0	NA	NA	NA
AGO	2020-04-19	24	5	2	0	NA	NA	NA
AGO	2020-04-20	24	0	2	0	NA	NA	NA
AGO	2020-04-21	24	0	2	0	NA	NA	NA
AGO	2020-04-22	24	0	2	0	NA	NA	NA
AGO	2020-04-23	24	0	2	0	NA	NA	NA
AGO	2020-04-24	25	1	2	0	NA	NA	NA
AGO	2020-04-25	25	0	2	0	NA	NA	NA
AGO	2020-04-26	25	0	2	0	NA	NA	NA
AGO	2020-04-27	26	1	2	0	NA	NA	NA
AGO	2020-04-28	27	1	2	0	NA	NA	NA
AGO	2020-04-29	27	0	2	0	NA	NA	NA
AGO	2020-04-30	27	0	2	0	NA	NA	NA
AGO	2020-05-01	27	0	2	0	NA	NA	NA
AGO	2020-05-02	29	2	2	0	NA	NA	NA
AGO	2020-05-03	35	6	2	0	NA	NA	NA
AGO	2020-05-04	35	0	2	0	NA	NA	NA
AGO	2020-05-05	35	0	2	0	NA	NA	NA
AGO	2020-05-06	36	1	2	0	NA	NA	NA
AGO	2020-05-07	36	0	2	0	NA	NA	NA
AGO	2020-05-08	36	0	2	0	NA	NA	NA
AGO	2020-05-09	43	7	2	0	NA	NA	NA
AGO	2020-05-10	43	0	2	0	NA	NA	NA
AGO	2020-05-11	45	2	2	0	NA	NA	NA
AGO	2020-05-12	45	0	2	0	NA	NA	NA
AGO	2020-05-13	45	0	2	0	NA	NA	NA
AGO	2020-05-14	45	0	2	0	NA	NA	NA
AGO	2020-05-15	48	3	2	0	NA	NA	NA
AGO	2020-05-16	48	0	2	0	NA	NA	NA
AGO	2020-05-17	48	0	2	0	NA	NA	NA
AGO	2020-05-18	48	0	2	0	NA	NA	NA
AGO	2020-05-19	48	0	2	0	NA	NA	NA
AGO	2020-05-20	50	2	2	0	NA	NA	NA
AGO	2020-05-21	52	2	3	1	NA	NA	NA
AGO	2020-05-22	58	6	3	0	NA	NA	NA
AGO	2020-05-23	60	2	3	0	NA	NA	NA
AGO	2020-05-24	60	0	3	0	NA	NA	NA
AGO	2020-05-25	69	9	4	1	NA	NA	NA
AGO	2020-05-26	69	0	4	0	NA	NA	NA
AGO	2020-05-27	71	2	4	0	NA	NA	NA
AGO	2020-05-28	71	0	4	0	NA	NA	NA
AGO	2020-05-29	73	2	4	0	NA	NA	NA
AGO	2020-05-30	77	4	4	0	NA	NA	NA
AGO	2020-05-31	84	7	4	0	NA	NA	NA
AGO	2020-06-01	86	2	4	0	NA	NA	NA
AGO	2020-06-02	86	0	4	0	NA	NA	NA
AGO	2020-06-03	86	0	4	0	NA	NA	NA
AGO	2020-06-04	86	0	4	0	NA	NA	NA
AIA	2020-03-27	2	2	0	0	NA	NA	NA
AIA	2020-03-28	2	0	0	0	NA	NA	NA
AIA	2020-03-29	2	0	0	0	NA	NA	NA
AIA	2020-03-30	2	0	0	0	NA	NA	NA
AIA	2020-03-31	2	0	0	0	NA	NA	NA
AIA	2020-04-01	2	0	0	0	NA	NA	NA
AIA	2020-04-02	2	0	0	0	NA	NA	NA
AIA	2020-04-03	3	1	0	0	NA	NA	NA
AIA	2020-04-04	3	0	0	0	NA	NA	NA
AIA	2020-04-05	3	0	0	0	NA	NA	NA
AIA	2020-04-06	3	0	0	0	NA	NA	NA
AIA	2020-04-07	3	0	0	0	NA	NA	NA
AIA	2020-04-08	3	0	0	0	NA	NA	NA
AIA	2020-04-09	3	0	0	0	NA	NA	NA
AIA	2020-04-10	3	0	0	0	NA	NA	NA
AIA	2020-04-11	3	0	0	0	NA	NA	NA
AIA	2020-04-12	3	0	0	0	NA	NA	NA
AIA	2020-04-13	3	0	0	0	NA	NA	NA
AIA	2020-04-14	3	0	0	0	NA	NA	NA
AIA	2020-04-15	3	0	0	0	NA	NA	NA
AIA	2020-04-16	3	0	0	0	NA	NA	NA
AIA	2020-04-17	3	0	0	0	NA	NA	NA
AIA	2020-04-18	3	0	0	0	NA	NA	NA
AIA	2020-04-19	3	0	0	0	NA	NA	NA
AIA	2020-04-20	3	0	0	0	NA	NA	NA
AIA	2020-04-21	3	0	0	0	NA	NA	NA
AIA	2020-04-22	3	0	0	0	NA	NA	NA
AIA	2020-04-23	3	0	0	0	NA	NA	NA
AIA	2020-04-24	3	0	0	0	NA	NA	NA
AIA	2020-04-25	3	0	0	0	NA	NA	NA
AIA	2020-04-26	3	0	0	0	NA	NA	NA
AIA	2020-04-27	3	0	0	0	NA	NA	NA
AIA	2020-04-28	3	0	0	0	NA	NA	NA
AIA	2020-04-29	3	0	0	0	NA	NA	NA
AIA	2020-04-30	3	0	0	0	NA	NA	NA
AIA	2020-05-01	3	0	0	0	NA	NA	NA
AIA	2020-05-02	3	0	0	0	NA	NA	NA
AIA	2020-05-03	3	0	0	0	NA	NA	NA
AIA	2020-05-04	3	0	0	0	NA	NA	NA
AIA	2020-05-05	3	0	0	0	NA	NA	NA
AIA	2020-05-06	3	0	0	0	NA	NA	NA
AIA	2020-05-07	3	0	0	0	NA	NA	NA
AIA	2020-05-08	3	0	0	0	NA	NA	NA
AIA	2020-05-09	3	0	0	0	NA	NA	NA
AIA	2020-05-10	3	0	0	0	NA	NA	NA
AIA	2020-05-11	3	0	0	0	NA	NA	NA
AIA	2020-05-12	3	0	0	0	NA	NA	NA
AIA	2020-05-13	3	0	0	0	NA	NA	NA
AIA	2020-05-14	3	0	0	0	NA	NA	NA
AIA	2020-05-15	3	0	0	0	NA	NA	NA
AIA	2020-05-16	3	0	0	0	NA	NA	NA
AIA	2020-05-17	3	0	0	0	NA	NA	NA
AIA	2020-05-18	3	0	0	0	NA	NA	NA
AIA	2020-05-19	3	0	0	0	NA	NA	NA
AIA	2020-05-20	3	0	0	0	NA	NA	NA
AIA	2020-05-21	3	0	0	0	NA	NA	NA
AIA	2020-05-22	3	0	0	0	NA	NA	NA
AIA	2020-05-23	3	0	0	0	NA	NA	NA
AIA	2020-05-24	3	0	0	0	NA	NA	NA
AIA	2020-05-25	3	0	0	0	NA	NA	NA
AIA	2020-05-26	3	0	0	0	NA	NA	NA
AIA	2020-05-27	3	0	0	0	NA	NA	NA
AIA	2020-05-28	3	0	0	0	NA	NA	NA
AIA	2020-05-29	3	0	0	0	NA	NA	NA
AIA	2020-05-30	3	0	0	0	NA	NA	NA
AIA	2020-05-31	3	0	0	0	NA	NA	NA
AIA	2020-06-01	3	0	0	0	NA	NA	NA
AIA	2020-06-02	3	0	0	0	NA	NA	NA
AIA	2020-06-03	3	0	0	0	NA	NA	NA
AIA	2020-06-04	3	0	0	0	NA	NA	NA
ALB	2020-03-09	2	2	0	0	NA	NA	NA
ALB	2020-03-10	6	4	0	0	NA	NA	NA
ALB	2020-03-11	10	4	0	0	NA	NA	NA
ALB	2020-03-12	11	1	1	1	NA	NA	NA
ALB	2020-03-13	23	12	1	0	NA	NA	NA
ALB	2020-03-14	33	10	1	0	NA	NA	NA
ALB	2020-03-15	38	5	1	0	NA	NA	NA
ALB	2020-03-16	42	4	1	0	NA	NA	NA
ALB	2020-03-17	51	9	1	0	NA	NA	NA
ALB	2020-03-18	55	4	1	0	NA	NA	NA
ALB	2020-03-19	59	4	2	1	NA	NA	NA
ALB	2020-03-20	70	11	2	0	NA	NA	NA
ALB	2020-03-21	70	0	2	0	NA	NA	NA
ALB	2020-03-22	76	6	2	0	NA	NA	NA
ALB	2020-03-23	89	13	2	0	NA	NA	NA
ALB	2020-03-24	100	11	4	2	NA	NA	NA
ALB	2020-03-25	123	23	5	1	NA	NA	NA
ALB	2020-03-26	146	23	5	0	NA	NA	NA
ALB	2020-03-27	174	28	6	1	NA	NA	NA
ALB	2020-03-28	186	12	9	3	NA	NA	NA
ALB	2020-03-29	197	11	10	1	NA	NA	NA
ALB	2020-03-30	212	15	10	0	NA	NA	NA
ALB	2020-03-31	223	11	12	2	NA	NA	NA
ALB	2020-04-01	243	20	15	3	NA	NA	NA
ALB	2020-04-02	259	16	15	0	NA	NA	NA
ALB	2020-04-03	277	18	16	1	NA	NA	NA
ALB	2020-04-04	304	27	17	1	NA	NA	NA
ALB	2020-04-05	333	29	19	2	NA	NA	NA
ALB	2020-04-06	361	28	21	2	NA	NA	NA
ALB	2020-04-07	377	16	22	1	NA	NA	NA
ALB	2020-04-08	383	6	22	0	NA	NA	NA
ALB	2020-04-09	400	17	22	0	NA	NA	NA
ALB	2020-04-10	409	9	23	1	NA	NA	NA
ALB	2020-04-11	416	7	23	0	NA	NA	NA
ALB	2020-04-12	433	17	23	0	NA	NA	NA
ALB	2020-04-13	446	13	23	0	NA	NA	NA
ALB	2020-04-14	467	21	23	0	NA	NA	NA
ALB	2020-04-15	475	8	24	1	NA	NA	NA
ALB	2020-04-16	494	19	25	1	NA	NA	NA
ALB	2020-04-17	518	24	26	1	NA	NA	NA
ALB	2020-04-18	539	21	26	0	NA	NA	NA
ALB	2020-04-19	548	9	26	0	NA	NA	NA
ALB	2020-04-20	562	14	26	0	NA	NA	NA
ALB	2020-04-21	584	22	26	0	NA	NA	NA
ALB	2020-04-22	609	25	26	0	NA	NA	NA
ALB	2020-04-23	634	25	27	1	NA	NA	NA
ALB	2020-04-24	663	29	27	0	NA	NA	NA
ALB	2020-04-25	678	15	27	0	NA	NA	NA
ALB	2020-04-26	712	34	27	0	NA	NA	NA
ALB	2020-04-27	726	14	28	1	NA	NA	NA
ALB	2020-04-28	736	10	28	0	NA	NA	NA
ALB	2020-04-29	750	14	30	2	NA	NA	NA
ALB	2020-04-30	766	16	31	1	NA	NA	NA
ALB	2020-05-01	773	7	31	0	NA	NA	NA
ALB	2020-05-02	782	9	31	0	NA	NA	NA
ALB	2020-05-03	789	7	31	0	NA	NA	NA
ALB	2020-05-04	795	6	31	0	NA	NA	NA
ALB	2020-05-05	803	8	31	0	NA	NA	NA
ALB	2020-05-06	820	17	31	0	NA	NA	NA
ALB	2020-05-07	832	12	31	0	NA	NA	NA
ALB	2020-05-08	842	10	31	0	NA	NA	NA
ALB	2020-05-09	850	8	31	0	NA	NA	NA
ALB	2020-05-10	856	6	31	0	NA	NA	NA
ALB	2020-05-11	868	12	31	0	NA	NA	NA
ALB	2020-05-12	872	4	31	0	NA	NA	NA
ALB	2020-05-13	876	4	31	0	NA	NA	NA
ALB	2020-05-14	880	4	31	0	NA	NA	NA
ALB	2020-05-15	898	18	31	0	NA	NA	NA
ALB	2020-05-16	916	18	31	0	NA	NA	NA
ALB	2020-05-17	933	17	31	0	NA	NA	NA
ALB	2020-05-18	946	13	31	0	NA	NA	NA
ALB	2020-05-19	948	2	31	0	NA	NA	NA
ALB	2020-05-20	949	1	31	0	NA	NA	NA
ALB	2020-05-21	964	15	31	0	NA	NA	NA
ALB	2020-05-22	969	5	31	0	NA	NA	NA
ALB	2020-05-23	981	12	31	0	NA	NA	NA
ALB	2020-05-24	989	8	31	0	NA	NA	NA
ALB	2020-05-25	998	9	32	1	NA	NA	NA
ALB	2020-05-26	1004	6	32	0	NA	NA	NA
ALB	2020-05-27	1029	25	33	1	NA	NA	NA
ALB	2020-05-28	1050	21	33	0	NA	NA	NA
ALB	2020-05-29	1076	26	33	0	NA	NA	NA
ALB	2020-05-30	1099	23	33	0	NA	NA	NA
ALB	2020-05-31	1122	23	33	0	NA	NA	NA
ALB	2020-06-01	1137	15	33	0	NA	NA	NA
ALB	2020-06-02	1143	6	33	0	NA	NA	NA
ALB	2020-06-03	1164	21	33	0	NA	NA	NA
ALB	2020-06-04	1184	20	33	0	NA	NA	NA
AND	2020-03-03	1	1	0	0	NA	NA	NA
AND	2020-03-14	2	1	0	0	NA	NA	NA
AND	2020-03-16	5	3	0	0	NA	NA	NA
AND	2020-03-17	14	9	0	0	NA	NA	NA
AND	2020-03-18	14	0	0	0	NA	NA	NA
AND	2020-03-19	53	39	0	0	NA	NA	NA
AND	2020-03-20	75	22	0	0	NA	NA	NA
AND	2020-03-21	75	0	0	0	NA	NA	NA
AND	2020-03-22	88	13	0	0	NA	NA	NA
AND	2020-03-23	113	25	0	0	NA	NA	NA
AND	2020-03-24	133	20	0	0	NA	NA	NA
AND	2020-03-25	164	31	0	0	NA	NA	NA
AND	2020-03-26	188	24	0	0	NA	NA	NA
AND	2020-03-27	224	36	3	3	NA	NA	NA
AND	2020-03-28	267	43	3	0	NA	NA	NA
AND	2020-03-29	308	41	4	1	NA	NA	NA
AND	2020-03-30	334	26	6	2	NA	NA	NA
AND	2020-03-31	370	36	8	2	NA	NA	NA
AND	2020-04-01	376	6	12	4	NA	NA	NA
AND	2020-04-02	390	14	14	2	NA	NA	NA
AND	2020-04-03	428	38	15	1	NA	NA	NA
AND	2020-04-04	439	11	16	1	NA	NA	NA
AND	2020-04-05	466	27	17	1	NA	NA	NA
AND	2020-04-06	501	35	18	1	NA	NA	NA
AND	2020-04-07	526	25	21	3	NA	NA	NA
AND	2020-04-08	545	19	22	1	NA	NA	NA
AND	2020-04-09	564	19	23	1	NA	NA	NA
AND	2020-04-10	583	19	25	2	NA	NA	NA
AND	2020-04-11	601	18	26	1	NA	NA	NA
AND	2020-04-12	622	21	28	2	NA	NA	NA
AND	2020-04-13	638	16	29	1	NA	NA	NA
AND	2020-04-14	646	8	29	0	NA	NA	NA
AND	2020-04-15	659	13	31	2	NA	NA	NA
AND	2020-04-16	673	14	33	2	NA	NA	NA
AND	2020-04-17	682	9	33	0	NA	NA	NA
AND	2020-04-18	696	14	35	2	NA	NA	NA
AND	2020-04-19	704	8	35	0	NA	NA	NA
AND	2020-04-20	713	9	36	1	NA	NA	NA
AND	2020-04-21	717	4	36	0	NA	NA	NA
AND	2020-04-22	717	0	37	1	NA	NA	NA
AND	2020-04-23	723	6	37	0	NA	NA	NA
AND	2020-04-24	724	1	37	0	NA	NA	NA
AND	2020-04-25	731	7	40	3	NA	NA	NA
