date,url,query,news_title,news_content
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=029&aid=0002594575,21대+국회의원+선거,"비대위? 조기 전대?…통합당, 20대·21대 의원 대상 전수조사 실시","
	
	



() {}

	
	미래통합당이 20대 국회의원 및 21대 총선 당선인들을 상대로 당 수습 방안 의견을 전수조사한다. 통합당은 이번 조사 내용을 토대로 당 수습 방향을 결정할 방침이다.심재철 통합당 당대표 권한대행 겸 원내대표는 21일 ""당의 진로와 관련된 전수조사를 당 소속 20대 국회의원 및 21대 당선자들을 대상으로 이날 오후 9시까지 실시한다""고 밝혔다.통합당 현역은 92명, 당선인은 84명이다. 통합당은 이 가운데 중복 인원을 제외한 142명의 의견을 취합할 예정이다. 구체적으로 비상대책위원회 출범, 조기 전당대회 실시, 비대위로 전환할 경우 권한과 역할 등과 관련해 의견을 묻는다.앞서 통합당은 전날 최고위원회의와 의원총회를 잇따라 열고 당 수습 방안을 논의했지만 결론을 내리지 못했다. 최고위에서는 조속히 비대위로 전환한 뒤 선거 후폭풍을 수습해야 한다는 의견이 지배적이었으나 이후 진행된 의총에서 엇갈린 의견이 나오며 당 차원의 입장을 정리하지 못했다.통합당은 이르면 22일 오전 취합 결과를 발표할 계획이다. 심 권한대행은 ""전수조사 결과는 22일 오전 10시에 열릴 최고위회의 이후에 발표할 예정""이라고 전했다.윤선영기자 sunnyday72@dt.co.kr제21대 국회의원 선거에서 참패한 뒤 당 수습방안에 대한 이견으로 미래통합당이 혼란을 겪고 있다. 21일 국회 미래통합당 대회의실에 '국민 뜻 겸허히 받들어 다시 시작하겠습니다' 배경지 문구와 당 깃발이 놓여 있다. 연합뉴스     디지털타임스 채널 구독 / 뉴스스탠드 구독디지털타임스 홈페이지 바로가기"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0009827440,21대+국회의원+선거,경기도의원 출신 국회의원·시장 당선인 도의회 방문,"
	
	



() {}
도의회와 협력 약속[수원=뉴시스] 이병희 기자 = 제21대 국회의원 선거에서 당선된 더불어민주당 소속 경기도의회 의원 출신 당선인들이 21일 경기도의회를 찾아 축하를 받고 있다. (사진=경기도의회 제공) 2020.04.21.[수원=뉴시스] 이병희 기자 = 제21대 국회의원 선거에서 당선된 더불어민주당 소속 경기도의회 의원 출신 당선인들이 21일 도의회를 찾아 협력을 약속했다. 더불어민주당 임종성(광주을), 강득구(안양만안), 서영석(부천정), 고영인(안산단원갑) 국회의원 당선인과 재보궐선거에서 안성시장으로 당선된 김보라 전 도의원은 이날 제343회 임시회에 앞서 열린 더불어민주당 의원 총회에 참석했다. 염종현 더불어민주당 대표의원은 꽃다발과 도의원들의 염원을 담은 '지방자치법 전부개정안에 대한 건의서'를 당선자들에게 전달했다. 염 대표의원은 축하 인사를 전하며 ""의정활동과 지방자치 운동을 함께 한 동지로서 의회의 숙원인 의회 인사권 독립과 정책인력 도입을 포함한 지방자치법 전부개정안이 21대 국회에서 꼭 통과될 수 있도록 노력해 달라""고 부탁했다.이에 대해 전직 당대표·의장을 지냈던 강득구 당선인은 ""경기도의회 의정활동을 통해 정치 리더십, 자치와 분권의 철학을 배웠다. 소명의식을 갖고 자치와 분권의 현장에서 경기도의회와 함께 대한민국의 새로운 미래를 만들어갈 수 있도록 노력하겠다""고 다짐했다.이날 당선자들은 도의원들과 기념촬영을 한 뒤 대표의원실을 방문해 '지방자치법 전부개정안'을 비롯한 경기도 현안의 상호 협력방안에 대해 논의했다.한편, 제21대 총선에서 더불어민주당 강득구, 서영석, 고영인 당선인과 미래통합당 최춘식(포천가평) 당선인이 국회에 입성했다.☞공감언론 뉴시스 heee9405@naver.com▶ 네이버에서 뉴시스TV 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>
	
	"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=081&aid=0003084224,21대+국회의원+선거,"경기도의회 출신 국회의원 당선자, 도의회 더불어민주당 방문","
	
	



() {}

	
	[서울신문]경기도의원 출신 국회의원 당선자 등이 21일 경기도의회 더불어민주당(대표의원 염종현·부천1)을 방문했다.이날 방문에는 임종성(광주을)·강득구(안양만안)·서영석(부천정)·고영인(안산단원갑) 국회의원 당선자와 재보궐 선거에서 안성시장으로 당선된 김보라 전 도의원이 함께 했다.당선인들은 제343회 임시회에 앞서 열린 더불어민주당 의원 총회에 참석해 의원들의 축하를 받았으며, 염종현 대표의원은 축하의 꽃다발과 함께 도의원들의 염원을 담은 ‘지방자치법 전부개정안에 대한 건의서’를 당선자들에게 전달했다.염 대표의원은 “당선자 분들은 지방의회와 지방자치의 소중함을 어느 누구보다도 더 잘 알고 계신 분들”이라며 “의정활동과 지방자치 운동을 함께 한 동지로서 의회의 오랜 숙원인 의회 인사권 독립과 정책인력 도입을 포함한 지방자치법 전부개정안이 21대 국회에서 꼭 통과될 수 있도록 노력해 달라”고 밝혔다.이에 대해 전직 당대표 및 의장을 지냈던 강득구 당선인은 “경기도의회 의정활동을 통해 정치 리더십, 자치와 분권의 철학을 배웠다”면서 “소명의식을 갖고 자치와 분권의 현장에서 경기도의회와 함께 대한민국의 새로운 미래를 만들어갈 수 있도록 노력하겠다”고 다짐했다.당선자들은 도의원들과 기념촬영을 한 뒤 대표의원실을 방문해 ‘지방자치법 전부개정안’을 비롯한 경기도 현안문제의 상호 협력방안에 대해 논의했다.온라인뉴스부 iseoul@seoul.co.kr▶ 네이버에서 서울신문 구독하기 클릭! ▶ 세상에 이런 일이 ▶ [연예계 뒷얘기] 클릭!ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
	
	"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003525295,21대+국회의원+선거,"태구민, 21대 국회서 최고 수준 '무장 경호' 받는다","
	
	



() {}
국회,경찰 경호 실무 놓고 협의 중본회의장,상임위장엔 경호원 출입 불가무장 경호원, 방청석서 경호할 듯미래통합당 태구민(서울 강남갑) 당선자가 지난 2월 통합당 후보 면접을 마친 뒤 기자들 질문을 받고 있다. 이날 그는 경호원 8명을 대동했다./연합뉴스				주영 북한 공사 출신의 탈북민인 미래통합당 태구민(서울 강남갑·본명 태영호) 당선자가 21대 국회에서 최고 수준의 무장 경호를 받을 것으로 21일 알려졌다.경찰과 국회에 따르면 탈북민 출신으로 최초의 지역구 국회의원에 당선된 태 당선자는 현재 받는 경호를 21대 국회 개원 이후 그대로 받게 된다. 테러·협박이 수시로 있는 만큼 근접해서 최고 수준의 경호를 지속한다는 게 경찰의 방침이다.태 당선인은 현재 탈북민 중 최고위급으로 꼽힌다. 경찰은 선거 운동 기간 중 경호 인력을 늘려 불상사에 대비했다. 선거 유세 중 최근접 거리에는 경호원으로 보이는 3~4명이 항상 있었다. 다른 경호원들이 태 당선자를 2~3중으로 보호했다.오는 5월 30일 국회의원 임기가 개시하면 태 당선인은 본격적인 국회의원 업무에 착수한다. 의원회관에 사무실을 배정받고 국회 본청의 본회의장과 상임위 회의장 등을 수시로 출입한다.태 당선자를 근접 경호하는 무장 경호원들도 늘 함께할 것으로 예상된다. 국회는 태 당선인 경호원들의 무기 소지가 경찰과 협의를 통해 가능하다는 입장이다. 다만 본회의장이나 상임위 회의장 안까지 경호원들의 출입은 어렵다고 밝혔다. 경찰은 이 경우 회의장 밖 또는 국회 4층 본회의장 관람석에 경호원들을 배치해 불상사를 대비할 것으로 보인다.국회는 경호원들이 국가 공무원 신분인 만큼 상시 출입증을 발급해 태 당선인의 신변 보호에 최대한 협조한다는 방침이다. 미래한국당 비례대표 지성호 당선자도 높은 수준의 경찰 경호를 받을 것으로 알려졌다.탈북민 출신 최초의 국회의원은 2012년 제19대 국회에 새누리당 비례대표로 당선한 조명철 전 의원이다. 조 전 의원도 의원회관 맨 위층에 의원실을 배정받는 등 최고 수준의 경호가 이뤄진 바 있다.[원선우 기자 sun@chosun.com]		▶ 조선닷컴 바로가기			▶ 네이버에서 조선일보 받아보기		▶ 조선일보 구독 신청하기 	- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 -"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=029&aid=0002594637,21대+국회의원+선거,"탈북민 출신 태구민·지성호 당선인, 21대 국회서 최고 수준 경호 받을 듯","
	
	



() {}

	
	탈북민 출신 태구민(태영호)·지성호 당선인이 21대 국회에서 최고 수준의 경호를 받게 될 것으로 예상된다.특히 영국 주재 북한공사 출신인 태구민 미래통합당 강남갑 당선인은 북한의 최고위급 외교관 출신 탈북민으로서 그동안 경찰로부터 강도 높은 수준의 경호를 받아왔다. 국회 측은 21대 국회에서 태 당선인의 경호수준을 그대로 유지할 계획이라고 21일 전했다. 태 당선인은 4·15 총선에서도 경호원들의 보호를 받으면서 선거운동을 했다.태 당선인이 국회에 입성한 뒤에도 무장상태의 근접경호원들의 상시 경호를 받게 될 것으로 예상된다. 단, 국회 규정상 본회의장이나 상임위원회 회의장에는 경호원들이 출입하지 않고 회의장 밖 등에 배치될 가능성이 크다.태 당선인 외에도 지성호 미래한국당 비례대표 당선인도 탈북민으로 높은 수준의 경찰 경호를 받고 있는 것으로 전해졌다. 북한은 통합당이 지 당선인을 영입 인재로 발표한 뒤 대남선전매체 우리민족끼리를 통해 '사회적 물의를 일으킨 건달, 범죄자'라고 비난을 쏟아낸 바 있다. 경찰측은 북한이 실질적인 위해를 가할 가능성 등을 고려해 태 당선인과 지 당선인의 경호를 진행하고 있는 것으로 알려졌다.국회의 첫 탈북민 출신 국회의원은 지난 2012년 제19대 국회에서 비례대표로 당선된 조명철 전 의원이다. 조 전 의원도 의원회관 맨 위층에 의원실을 배정 받는 등 최고 수준의 경호를 받았다.김미경기자 the13ook@dt.co.kr태구민 통합당 당선인이 지난 16일 서울 강남구 자신의 선거사무실에서 당선이 확정된 뒤 환호하고 있다. 연합뉴스    지성호 미래한국당 비례대표 당선인이 지난 7일 강원 춘천시 스카이컨벤션웨딩홀에서 열린 미래한국당 주요당직자 기자회견에서 인사하고 있다. 연합뉴스     디지털타임스 채널 구독 / 뉴스스탠드 구독디지털타임스 홈페이지 바로가기"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004397703,21대+국회의원+선거,"삼육보건대 이수진 동문, 제21대 국회의원 당선","
	
	



() {}

	
	[머니투데이 대학경제 권태혁 기자]  삼육보건대학교는 최근 간호학과 88학번 이수진 동문이 제21대 국회의원선거에서 당선됐다고 21일 밝혔다.이 의원은 더불어시민당 비례대표 13번으로 당선됐다. 그는 지난해 5월 간호학과 홈커밍데이 때 연세대 세브란스 병원에서 간호사로 근무한 경험을 바탕으로 간호사 근무환경 현실과 나아갈 방향을 제시했다.이 의원은 ""한국노총 최초의 여성 산별노조위원장으로서 여성권익과 성평등에 기여하고 의료노련 위원장으로서 건강보험 보장성 강화와 의료인력 확충 등 의료인력정책에 힘쓸 것""이라며 ""그동안의 경력과 지혜를 통해 민주당이 노동정책의 주도권을 잡도록 일조하겠다""고 말했다.한편 삼육보건대 간호학과를 졸업한 이 위원은 연세대 세브란스병원 노조위원장과 더불어민주당 최고위원을 거쳤으며 전국노동위원장, 의료노련위원장으로 활동 중이다.권태혁 기자 ▶줄리아 투자노트▶조 변호사의 가정상담소  ▶머니투데이 구독하기  <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
	"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=308&aid=0000026769,21대+국회의원+선거,그림으로 보는 제21대 국회의원 선거 결과,"
	
	



() {}
?시사IN 최예린?시사IN 최예린?시사IN 최예린최예린 기자 cyr@sisain.co.kr싱싱한 뉴스 생생한 분석 시사IN - [ 시사IN 구독 ]?시사IN, 무단전재 및 재배포 금지
	
	"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011561769,21대+국회의원+선거,21대 국회서 절반넘는 151명의 초선…'새바람' 역할 주목,"
	
	



() {}

	
	민주, 윤건영·윤영찬·정태호 등 靑 출신 다수…당내 영향력 주목통합당, 초선 중 영남 지역 70%…배현진 등 '830세대' 역할론도[연합뉴스TV 제공](서울=연합뉴스) 김동호 조민정 기자 = 21대 국회의원 당선인 300명 중 절반이 넘는 151명이 초선의원으로서 여의도에 입성, 새로운 바람을 일으킬지 관심이 집중된다.    여당인 더불어민주당에서는 청와대 출신 초선들이 180석의 '슈퍼 여당' 내에서 주도적 역할을 할 것으로, 제1야당 미래통합당에서는 청년세대인 이른바 '830세대'(80년대생·30대·00년대 학번) 역할론이 대두되며 초선들이 적극적인 활동을 할 것으로 각각 예상된다.     민주당 소속 지역구 당선인 163명 중 약 42%인 68명이 첫 금배지를 달게 됐다. 민주당의 비례정당인 더불어시민당 17명까지 합하면 여당 당선인 가운데 총 85명이 '새내기' 국회의원인 셈이다.    이 가운데 문재인 정부 청와대 출신 당선인은 17명으로, 당내 초선 그룹내 가장 큰 규모다.     '문재인 대통령의 복심'으로 불리는 윤건영 전 청와대 국정상황실장을 비롯해 윤영찬 전 국민소통수석, 정태호 전 일자리수석, 이용선 전 시민사회수석, 고민정 전 대변인 등 국회 입성에 성공한 이들이 당청 간 가교 역할을 하며 문재인 정부 후반기의 국정 운영에 힘을 보탤 것이라는 전망이 제기된다.    앞으로 이어질 원내대표 경선과 전당대회 등에서도 일정 부분 영향력을 행사할 것이라는 조심스러운 관측도 나온다.     권역별로 보면 경기도에서 당선된 51명 중 23명이 초선으로 가장 많았다.    민주당이 이번 총선에서 28석 중 27곳을 '싹쓸이'하며 명예를 회복한 호남(광주·전남·전북)에서는 초선만 17명으로 나타났다.    직업별로는 이수진·이탄희·최기상 등 판사 출신과 김용민·김남국 변호사 등 법조인이 17명으로 다수다. 삼성전자 상무를 지낸 양향자 당선인, 미래에셋 대표 출신 홍성국 당선인, 카카오뱅크 대표로 활동한 이용우 당선인 등 경제인도 5명이다.    당 안팎에서는 이들 정치 신인이 지도부에 '쓴소리'를 아끼지 않으며 당의 활력 제고 역할을 톡톡히 할 것이라는 기대가 나온다.     다만 20대 국회에서 소신파로 분류됐던 김해영·금태섭 의원 등이 재선에 실패한 데다, 당내에 ""열린우리당의 아픔을 반성한다""며 계파갈등을 경계하는 분위기가 큰 만큼 초선들의 '초반 탐색전'이 길어질 수도 있다. [그래픽] 21대 총선 당선자 분석(종합)(서울=연합뉴스) 김영은 기자 = 21대 국회를 이끌어갈 국회의원 당선인 300명 가운데 초선 의원은 151명(50.3%)으로 16일 집계됐다.    여성 의원은 57명(19%), 남성 의원은 243명(81%)으로 집계됐다. 0eun@yna.co.kr    통합당 지역구 의원 84명 중 초선은 40명으로 약 48%다. 미래한국당 소속으로 당선된 비례대표 의원 18명까지 합하면 초선 비율은 과반인 57%에 달한다.    지역구 당선자 가운데는 지방자치단체장이나 지방의회 의원 출신이 14명으로 35%를 차지했다.    백종헌(부산 금정) 전 부산시의회 의장, 전봉민(부산 수영) 전 부산시의회 부의장, 정동만(부산 기장) 전 부산시의원, 강대식(대구 동구을) 전 동구청장, 김승수(대구 북구을) 대구시 행정부시장 등이 여기에 포함된다.     또 이명박 정부 시절 청와대 대변인을 지낸 김은혜(경기 성남 분당갑) 전 MBC 앵커를 포함해 윤두현(경북 경산) 전 청와대 홍보수석, 최형두(경남 창원 마산합포) 전 청와대 홍보기획비서관 등 청와대를 거친 인사 7명도 21대 국회에 입성하게 됐다.    법조계에서는 김웅(서울 송파갑) 전 부장검사를 포함해 유상범(강원 홍천횡성영월평창) 전 검사 등 법조계도 5명이다.    지역별로 보면 이번 총선에서 통합당이 극심한 '영남 쏠림'을 나타내면서 초선 의원들의 분포도 이와 다르지 않았다.    지역구 초선의원 40명 중 부산 9명, 대구 5명, 울산 3명, 경북 7명, 경남 4명 등 영남권이 28명으로 70%에 달했다.     통합당 내부에서는 총선 참패의 충격을 극복하기 위한 쇄신 방안 중 하나로 '830세대'의 역할론이 떠오르고 있으나, 초선 당선인 중 이에 해당하는 인사는 배현진(서울 송파을) 당선인 단 1명이다.    이준석(서울 노원병)·송한섭(서울 양천갑) 등의 후보는 낙선했으나 선거에서 한 자릿수 접전을 펼쳤다는 면에서 당에서 일정 역할을 할 수 있을 것으로 보인다. 김재섭(서울 도봉갑)·김용태(경기 광명을) 후보도 '830세대' 주자로 꼽힌다.    dk@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 사전투표용지의 QR코드 문제있나?▶제보하기"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0002994684,21대+국회의원+선거,초유의 경찰·의원 양다리 될까···'황운하 불똥' 튄 국회사무처,"
	
	



() {}

	
	헌정 초유의 경찰 겸직 국회의원이 탄생할까.     울산시장 선거개입 의혹 사건으로 기소된 황운하 전 경찰인재개발원장이 이번 총선에서 당선돼 발생한 일이다.       황 당선인은 지역구(대전 중) 후보자의 공무원직 사퇴시한(선거일 전 90일) 하루 전인 지난 1월 15일 의원면직(사직)을 신청했지만, 민갑룡 경찰청장은 이를 수리하지 않았다. 비위 혐의가 있는 자는 의원면직할 수 없다는 규정 때문이었다. 그러자 황 당선인은 경찰 신분 상태에서 출마를 강행했고 당선됐다. 이대로 내달 30일 21대 국회의원 임기가 시작되면 황 당선인은 현직 경찰관이자 국회의원이 된다.                           16일 오전 대전시 중구 더불어민주당 황운하 후보 사무실에서 황후보가 당선이 확정되자 꽃다발을 받고 주먹을 불끈 쥐고 있다. [연합뉴스]                                                            공무원의 정당가입과 정치활동 등은 국가공무법상 ‘정치운동죄’에 해당해 3년 이하의 징역과 3년 이하의 자격정지 형을 받을 수 있는 범죄행위다. 다만 ‘사직원이 접수된 때에 그 직을 그만둔 것으로 본다’는 공직선거법(53조 4항)의 특별조항 때문에 황 당선인은 출마는 가능했지만, 임기가 시작되면 위법 상태라는 게 법조계 시각이다.       이와 관련 민 청장은 지난 20일 기자간담회에서 “국회사무처 등 권위 있는 책임기관의 판단이 나오면 그것에 따라 조치하겠다”고 말했다. 국회사무처가 경찰관과 국회의원을 겸직할 수 있는지를 판단해 달라는 의미다. 이에 국회사무처 관계자는 “경찰이 징계 여부를 판단하지 않아 생긴 문제를 국회에 떠넘기는 게 말이 되느냐”고 말했다.      국회의원이 당선 전부터 가진 직업에 대해 겸직 사실을 국회의장에게 신고하면 의장이 겸직 가능 여부를 판단해 해당 의원에게 통보하는 절차가 국회법(29조)에 마련돼 있다. 하지만 ‘경찰관’은 겸직이 불가능한 직업이라는 게 명확하기에 황 당선인은 임기 시작과 함께 겸직금지 의무 위반으로 징계대상이 될 수밖에 없다.                            지난 20일 오후 서울 여의도 국회 본회의에서 미래통합당 한 의원이 제21대 국회의원 선거에서 당선된 황운하 대전 중구 당선인에 대한 자료를 보고 있다. [연합뉴스]                                                       경찰로서도 딜레마다. 황 당선인의 의원면직 신청을 수리할 수도 없고, 징계절차를 진행하기도 부담스럽기 때문이다. 2016년 대통령 훈령으로 도입된 ‘공무원 비위사건 처리규정’ 5조에 따르면 ‘조사나 수사가 진행 중인 비위 혐의가 해임ㆍ파면 등 중징계 대상에 해당할 경우 임용권자는 의원면직을 허용할 수 없다’고 돼 있다.      다만 경찰이 황 당선인에 대한 재판 결과를 기다리지 않고 독자적으로 징계 여부나 수위를 판단하고서 의원면직 수리 여부를 결정할 수는 있다. 그러나 경찰의 판단이 당선의 유ㆍ무효에 결정적 영향을 미칠 수 있어 정치적 부담이 크다는 게 현실적 문제다. 경찰청 관계자는 이날 중앙일보와 통화에서 “검찰의 기소 내용과 황 당선인이 주장하는 사실관계가 판이해 재판 전에 징계 여부를 예단하기 쉽지 않다”고 말했다.     임장혁 기자ㆍ변호사 im.janghyuk@joongang.co.kr  ▶ 그래서, 팩트가 뭐야? 궁금하면 '팩플'▶ 내 돈 관리는 '그게머니' / 중앙일보 가기ⓒ중앙일보(https://joongang.co.kr), 무단 전재 및 재배포 금지
	
	"
2020.04.21,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002994430,21대+국회의원+선거,황운하 경찰·의원 겸직할 판…민갑룡 “국회 판단 따를 것”,"
	
	



() {}
청와대 하명수사 의혹 수사받아기소 중 면직 금지 vs 의원 겸직 금지법끼리 충돌, 쉽게 결론 안 날 듯황운하 더불어민주당 국회의원 당선인(대전 중구)의 경찰·국회의원 겸직 논란과 관련해 민갑룡 경찰청장이 20일 “국회사무처 등 권위 있는 책임기관의 판단이 나오면 그것에 의거해 조치하겠다”고 밝혔다. 서울 서대문구 미근동 경찰청사에서 연 기자 간담회에서다.     황 당선인은 지난해 11월 대전경찰청장으로 재직중 21대 국회의원 선거 출마를 선언했다. 하지만 두달뒤인 지난 1월 ‘청와대의 울산시장 하명수사·선거개입’의혹 사건의 피고인으로 재판에 넘겨졌다. 2018년 6월 지방선거를 3개월여 앞두고 수사 청탁을 받은 청와대로부터 첩보를 하달받아 김기현 당시 울산광역시장 친동생의 비리를 강제 수사하면서 시장 선거에 개입한 혐의(공직선거법 위반 등)다.       황 당선인은 지난 4·15 총선 출마에 앞서 경찰청에 의원면직을 신청했지만, 받아들여지지 않았다. 대통령 훈령인 ‘공무원 비위사건 처리규정’에 따르면 비위와 관련된 수사를 받으면 징계결과가 나올때까지 의원면직이 허용되지 않기 때문이다. 결국 황 당선인은 경찰 신분을 유지하면서 다음달 30일 국회의원 임기를 시작해야 하는 상황이 됐다. 그러나 국회법 29조는 국회의원은 국무총리 또는 국무위원 외 다른 직을 겸할 수 없도록 규정하고 있다. 그 전까지 의원면직이 되지 않으면 국회법 겸직금지 조항을 위반하게 되는 셈이어서 논란이 불거진 것이다.       황 당선인이 만약 경찰청에서 경징계를 받게 되면 즉시 의원면직 처리가 가능하다. 하지만 경찰청이 국회의원 임기 시작 전까지 황 당선인의 징계 여부와 수위를 결정할지는 불명확하다. 황 당선인이 기소된 선거 개입 사건 재판은 이번 달 23일에 시작된다. 1심 유·무죄 판단이 나올 때까지는 수개월이 걸린다. 이 때문에 5월 30일까지 유·무죄 판단을 받기가 쉽지 않다는 것이다. 만약 황 당선인이 해당 재판에서 벌금 100만원 이상의 형을 확정받으면 국회의원 당선이 무효가 된다.     민 청장은 이날 “헌법과 국회법에 따르면 직위를 겸할 수 없지만 대통령 훈령상으로는 면직이 안 되는 특이한 사안”이라며 “종합적으로 판단해 합리적으로 해결하겠다”고 말했다.     김민중 기자 kim.minjoong1@joongang.co.kr  ▶ 그래서, 팩트가 뭐야? 궁금하면 '팩플'▶ 내 돈 관리는 '그게머니' / 중앙일보 가기ⓒ중앙일보(https://joongang.co.kr), 무단 전재 및 재배포 금지
	
	"
